date,spx_close,spx_divy,rfr_1m,ivol25dput,ivol25dcall,rfr_3m,iv_90,iv_95,iv_97_5
43264,2775.63,1.92,2.07325,10.98226,9.027856,2.34063,18.425,14.9412,13.1445
43265,2782.49,1.92,2.08506,9.220345,7.986407,2.33469,17.9688,14.4219,12.6853
43266,2779.66,1.92,2.08494,9.593124,7.591335,2.32594,18.0238,14.5214,12.7679
43269,2773.75,1.92,2.08375,9.544827,7.715868,2.32469,18.1258,14.6074,12.8263
43270,2762.59,1.93,2.08788,11.55146,8.349723,2.33025,18.7581,15.303,13.4784
43271,2767.32,1.94,2.08363,10.83587,8.273629,2.33188,18.4992,15.0228,13.1956
43272,2749.76,1.95,2.09113,14.13197,10.00068,2.33506,19.4048,15.8264,14.0405
43273,2754.88,1.95,2.09775,11.57143,9.160418,2.33888,19.1704,15.6113,13.8027
43276,2717.07,1.97,2.10288,17.94847,11.50968,2.337,21.0128,17.5681,15.7623
43277,2723.06,1.97,2.10188,14.09029,10.69494,2.33563,20.539,17.1148,15.3132
43278,2699.63,1.99,2.0935,17.49289,14.19585,2.33438,21.5325,18.1338,16.3506
43279,2716.31,1.97,2.09213,15.85677,11.37743,2.33738,21.1791,17.7091,15.8932
43280,2718.37,1.97,2.09025,13.14708,11.70983,2.33575,20.7811,17.3085,15.4879
43283,2726.71,1.98,2.09994,12.29553,9.586957,2.3425,20.4899,17.0837,15.2653
43284,2713.22,1.99,2.08588,13.90096,10.69174,2.33725,20.9165,17.4955,15.6871
43286,2736.61,1.97,2.09713,14.12017,10.55189,2.33863,20.1626,16.7413,14.9063
43287,2759.82,1.95,2.08625,10.97685,9.103996,2.33144,19.4001,15.9502,14.1308
43290,2784.17,1.94,2.0775,9.840698,8.809299,2.33313,18.6695,15.2405,13.3916
43291,2793.84,1.93,2.0665,9.552739,7.664497,2.33744,18.5298,15.0452,13.1999
43292,2774.02,1.94,2.07425,11.49984,8.38364,2.337,19.1503,15.6672,13.8581
43293,2798.29,1.93,2.07163,9.684242,7.371584,2.33919,18.6116,15.0903,13.248
43294,2801.31,1.92,2.07325,8.783025,7.004587,2.336,18.4425,14.8923,13.0148
43297,2798.43,1.93,2.0785,9.189634,7.489564,2.33263,18.7305,15.1185,13.2356
43298,2809.55,1.92,2.08175,8.652119,7.358041,2.34194,18.2911,14.5902,12.699
43299,2815.62,1.92,2.08625,8.745124,7.113595,2.3475,18.2283,14.5412,12.5856
43300,2804.49,1.92,2.081,10.23952,7.548659,2.34706,18.7598,15.032,13.123
43301,2801.83,1.93,2.069,9.870857,7.486497,2.34156,18.7743,15.0734,13.1641
43304,2806.98,1.92,2.06363,9.481871,7.487548,2.33531,18.726,15.0084,13.0711
43305,2820.4,1.91,2.07013,9.580755,7.326144,2.33488,18.4584,14.7733,12.8377
43306,2846.07,1.9,2.07688,9.61001,7.652447,2.33688,18.2629,14.5074,12.5911
43307,2837.44,1.9,2.07163,10.90996,7.822495,2.33888,18.2112,14.4936,12.6023
43308,2818.82,1.91,2.07675,10.94936,7.734906,2.34238,18.6108,14.8814,12.9918
43311,2802.6,1.92,2.0815,11.86861,8.759579,2.34313,19.3154,15.5883,13.6587
43312,2816.29,1.91,2.08138,9.726028,8.616228,2.34856,18.6485,14.8832,12.9498
43313,2813.36,1.92,2.08213,10.98316,8.060885,2.34825,18.8279,15.0793,13.1278
43314,2827.22,1.91,2.08019,9.500902,7.471896,2.3405,18.4569,14.7371,12.8061
43315,2840.35,1.9,2.07931,8.630503,7.01916,2.343,18.169,14.4303,12.4761
43318,2850.4,1.9,2.08256,7.998087,6.865506,2.34325,17.942,14.2404,12.3214
43319,2858.45,1.89,2.07113,7.303954,6.679435,2.34144,17.718,14.0514,12.1505
43320,2857.7,1.89,2.06344,7.818136,6.667575,2.3405,17.6801,14.0224,12.152
43321,2853.58,1.9,2.06731,8.125236,6.374275,2.338,17.9058,14.2964,12.4277
43322,2833.28,1.91,2.06675,10.76571,8.03545,2.31925,18.9998,15.2861,13.3511
43325,2821.93,1.92,2.06269,12.79167,9.272049,2.31375,19.7764,16.0849,14.1001
43326,2839.96,1.91,2.0635,11.05302,7.999471,2.31519,19.056,15.3136,13.3782
43327,2818.37,1.92,2.06,13.23321,10.00889,2.31175,19.8041,16.1396,14.1996
43328,2840.69,1.91,2.07738,11.70971,9.586645,2.32225,19.3378,15.5854,13.6334
43329,2850.13,1.9,2.06938,10.44543,7.427709,2.31188,19.0469,15.2807,13.3243
43332,2857.05,1.89,2.067,9.370289,7.207433,2.30963,18.836,15.1073,13.1719
43333,2862.96,1.89,2.06588,9.706846,7.07965,2.31025,18.9499,15.1653,13.1897
43334,2861.82,1.89,2.066,9.242512,6.884591,2.31175,18.8836,15.1567,13.2263
43335,2856.98,1.89,2.06475,9.835231,7.415656,2.31138,18.8429,15.2057,13.3158
43336,2874.69,1.88,2.07275,9.098133,7.044274,2.31725,18.6096,14.946,13.0298
43339,2896.74,1.87,2.07275,8.050296,6.781559,2.31725,18.5077,14.7822,12.8769
43340,2897.52,1.86,2.07488,7.692443,6.612187,2.31475,18.7207,14.9857,13.076
43341,2914.04,1.85,2.07588,8.545769,8.090496,2.31263,18.4995,14.8218,12.9389
43342,2901.13,1.86,2.10375,9.441914,7.684747,2.32125,19.0944,15.4441,13.5563
43343,2901.52,1.86,2.11375,9.134587,8.091715,2.32075,18.7961,15.0478,13.1455
43347,2896.72,1.87,2.12031,9.839231,7.96146,2.32275,19.0096,15.3781,13.5047
43348,2888.6,1.87,2.1205,10.54259,8.553598,2.31681,19.4857,15.8514,13.9719
43349,2878.05,1.88,2.13256,11.9612,9.164314,2.32706,19.8095,16.1895,14.322
43350,2871.68,1.88,2.131,12.0343,10.12479,2.33125,20.0164,16.3663,14.4866
43353,2877.13,1.88,2.13894,10.62239,9.423002,2.33425,19.6534,16.0781,14.2292
43354,2887.89,1.87,2.14794,9.480539,7.872797,2.33425,19.0558,15.4738,13.6556
43355,2888.92,1.87,2.13444,9.640846,7.233882,2.3315,18.8371,15.262,13.4557
43356,2904.18,1.86,2.15844,8.464104,7.059497,2.33413,18.2563,14.6759,12.8747
43357,2904.98,1.86,2.16469,8.165682,6.893085,2.33713,18.0062,14.4534,12.6118
43360,2888.8,1.87,2.16813,11.49871,8.446519,2.33875,18.7725,15.1349,13.2681
43361,2904.31,1.86,2.16525,9.977462,8.218615,2.3375,18.5661,14.9656,13.0879
43362,2907.95,1.85,2.18244,9.829151,7.704741,2.35338,18.2669,14.6496,12.7726
43363,2930.75,1.84,2.21219,9.735054,7.62302,2.36638,18.028,14.3896,12.5299
43364,2929.67,1.84,2.21581,9.795797,7.333367,2.37263,18.176,14.5099,12.6648
43367,2919.37,1.85,2.21819,10.51571,7.906377,2.37363,18.417,14.7379,12.8925
43368,2915.56,1.85,2.23006,10.62292,8.009431,2.381,18.5048,14.9027,13.0526
43369,2905.97,1.86,2.24219,11.88611,8.379811,2.38613,18.6726,15.0451,13.198
43370,2914,1.85,2.256,10.99783,7.915958,2.396,18.365,14.7353,12.8705
43371,2913.98,1.85,2.26056,10.11505,7.649427,2.39838,18.3183,14.6752,12.7904
43374,2924.59,1.85,2.26513,9.218703,7.177471,2.39813,18.2518,14.6155,12.7505
43375,2923.43,1.85,2.27394,9.32585,6.951622,2.4075,18.4629,14.8329,12.9443
43376,2925.51,1.85,2.27925,9.65353,7.000337,2.40825,18.3198,14.757,12.9201
43377,2901.61,1.87,2.28063,14.32359,10.55174,2.40963,19.3459,15.7602,13.8746
43378,2885.57,1.88,2.27669,15.19756,12.08709,2.40806,19.8132,16.2619,14.3961
43381,2884.43,1.88,2.28406,13.73593,10.79603,2.41425,20.1264,16.5556,14.6644
43382,2880.34,1.88,2.28713,14.45759,10.24219,2.42044,20.1985,16.6806,14.8273
43383,2785.68,1.94,2.28319,25.257,20.00422,2.42519,23.4135,20.0314,18.2685
43384,2728.37,1.99,2.2795,32.50675,25.14686,2.43631,24.1667,20.9197,19.303
43385,2767.13,1.96,2.27975,22.33828,18.03098,2.43644,22.8571,19.5075,17.8109
43388,2750.79,1.97,2.2895,23.32906,16.15509,2.44881,23.2478,19.9467,18.2252
43389,2809.92,1.93,2.28713,17.23584,12.99709,2.44456,21.2705,17.917,16.1462
43390,2809.21,1.93,2.282,17.27581,12.92039,2.44963,21.2909,17.9337,16.174
43391,2768.78,1.96,2.27963,23.04809,16.3589,2.469,22.8927,19.485,17.799
43392,2767.78,1.96,2.28188,22.24199,15.68467,2.47719,23.0288,19.6771,18.0013
43395,2755.88,1.97,2.2865,21.35356,14.6502,2.48738,22.8628,19.609,17.9856
43396,2740.69,1.98,2.28138,22.78817,16.60778,2.48988,23.1387,19.8739,18.2697
43397,2656.1,2.04,2.29406,32.51122,24.82158,2.508,24.9729,21.8715,20.3424
43398,2705.57,2.01,2.29494,28.31803,20.81838,2.50925,24.5799,21.4544,19.9092
43399,2658.69,2.04,2.29669,35.17439,23.58736,2.52038,24.9382,21.8044,20.2994
43402,2641.25,2.06,2.302,31.24129,24.1125,2.52663,25.3818,22.2996,20.7879
43403,2682.63,2.02,2.29938,27.98948,22.53677,2.541,24.6263,21.6352,20.1628
43404,2711.74,1.99,2.30688,25.91506,20.14676,2.5585,23.6815,20.7943,19.3514
43405,2740.37,1.98,2.31356,24.54055,16.57851,2.5815,22.8339,19.9213,18.4562
43406,2723.06,2.01,2.31788,23.1234,17.68728,2.59238,23.1841,20.3699,18.932
43409,2738.31,1.99,2.316,22.35909,16.75866,2.58925,23.1573,20.2799,18.7994
43410,2755.45,1.98,2.31688,22.42551,17.18573,2.59125,22.5848,19.6925,18.1859
43411,2813.89,1.93,2.31531,15.51504,13.31231,2.60113,20.9062,17.8428,16.3284
43412,2806.83,1.94,2.31844,14.80545,12.22868,2.61463,21.0279,17.875,16.2761
43413,2781.01,1.96,2.31438,15.94208,13.67033,2.61813,21.8693,18.6865,17.069
43416,2726.22,2,2.30663,21.68001,16.77937,2.61413,23.5327,20.4309,18.8798
43417,2722.18,2,2.3065,22.207,16.18397,2.61613,23.5551,20.4899,18.8443
43418,2701.58,2.01,2.31038,23.15594,19.01328,2.629,24.3361,21.355,19.7573
43419,2730.2,1.99,2.3025,20.00313,15.74967,2.64,23.5365,20.5589,19.0255
43420,2736.27,1.99,2.30088,16.36673,13.19035,2.6445,22.7505,19.8156,18.2545
43423,2690.73,2.02,2.30025,18.49528,15.97615,2.64581,23.9237,21.1056,19.6135
43424,2641.89,2.06,2.3055,23.40811,17.33151,2.65313,25.2556,22.4584,21.0128
43425,2649.93,2.05,2.31513,19.19109,17.87894,2.67694,24.3458,21.5559,20.1096
43427,2632.56,2.06,2.32188,22.27731,17.99297,2.69119,24.5614,21.7575,20.281
43430,2673.45,2.03,2.33675,18.70941,15.78886,2.70681,23.219,20.4789,19.0793
43431,2682.17,2.03,2.34931,20.55347,17.4461,2.706,23.0365,20.304,18.8604
43432,2743.79,1.98,2.34463,21.7038,19.15614,2.70663,22.3332,19.5464,18.1053
43433,2737.76,1.98,2.34925,23.5222,20.07229,2.73813,22.8581,19.9736,18.4832
43434,2760.17,1.97,2.34694,24.78659,20.10971,2.73613,22.317,19.3649,17.8127
43437,2790.37,1.95,2.37888,20.35239,20.20676,2.75125,21.3524,18.3018,16.6818
43438,2700.06,2.02,2.3795,24.04249,19.5515,2.73888,23.972,21.0613,19.5368
43440,2695.95,2.02,2.38694,26.50529,20.3189,2.76713,24.2159,21.3881,19.8916
43441,2633.08,2.07,2.40019,29.66322,23.45491,2.77106,25.5861,22.8938,21.4884
43444,2637.72,2.06,2.4205,24.21939,20.78501,2.77594,25.1444,22.5141,21.1514
43445,2636.78,2.06,2.43238,23.87828,20.22344,2.779,24.9591,22.302,20.9219
43446,2651.07,2.05,2.44013,23.17658,20.07873,2.7775,24.688,22.0503,20.6639
43447,2650.54,2.05,2.45513,21.14265,17.58541,2.78819,24.2307,21.6449,20.2768
43448,2599.95,2.09,2.455,22.37276,19.83855,2.80069,24.8213,22.4239,21.1794
43451,2545.94,2.14,2.46963,27.18042,23.30815,2.80363,25.9377,23.5643,22.3982
43452,2546.16,2.14,2.47013,28.25554,23.91926,2.792,26.0021,23.6592,22.5774
43453,2506.96,2.17,2.47938,24.50031,20.94897,2.78963,26.1499,23.7366,22.539
43454,2467.42,2.21,2.50375,29.80958,23.92233,2.82375,27.6156,25.2519,24.0213
43455,2416.62,2.25,2.50625,35.18146,27.25529,2.82163,28.5695,26.0622,24.809
43458,2351.1,2.32,2.50563,41.52446,33.6356,2.81344,30.876,28.4688,27.2464
43460,2467.7,2.21,2.50563,30.60875,26.53377,2.81344,27.7435,25.4456,24.3067
43461,2488.83,2.19,2.52238,34.12752,28.2163,2.803,28.2375,25.9673,24.7859
43462,2485.74,2.19,2.51988,33.56004,27.10632,2.797,27.8232,25.5027,24.3548
43465,2506.85,2.18,2.50269,27.16837,21.36663,2.80763,25.934,23.6277,22.3963
43467,2510.03,2.29,2.50713,22.891,18.3751,2.79388,25.2394,22.9028,21.6608
43468,2447.89,2.35,2.51275,27.88177,23.09816,2.795,26.5733,24.4653,23.3356
43469,2531.94,2.27,2.52056,22.27564,18.38592,2.80388,24.5414,22.3574,21.1793
43472,2549.69,2.26,2.51113,20.62008,17.74697,2.79681,24.4565,22.2001,20.9919
43473,2574.41,2.23,2.5155,19.56742,16.5283,2.7825,24.0818,21.645,20.3351
43474,2584.96,2.22,2.51875,19.50518,15.54729,2.79888,23.7458,21.2434,19.8903
43475,2596.64,2.21,2.51419,17.197,15.50683,2.79694,23.6057,20.976,19.584
43476,2596.26,2.21,2.50894,15.59562,13.057,2.78731,23.0391,20.3492,18.9242
43479,2582.61,2.22,2.51006,16.27999,11.68359,2.77894,23.1975,20.4737,19.0196
43480,2610.3,2.2,2.5075,14.97148,11.87377,2.77344,22.5316,19.591,18.0798
43481,2616.1,2.2,2.51325,14.52997,12.17772,2.78031,22.7218,19.618,18.0642
43482,2635.96,2.18,2.503,14.41488,12.45636,2.77575,22.3475,19.3324,17.7854
43483,2670.71,2.15,2.506,13.63832,11.97511,2.761,21.9631,18.9029,17.3563
43487,2632.9,2.18,2.519,17.51455,15.9591,2.77925,23.6616,20.6031,19.0763
43488,2638.7,2.18,2.51,18.33226,15.33969,2.77063,23.2525,20.2696,18.7883
43489,2642.33,2.18,2.50188,17.65396,13.5108,2.76475,22.6966,19.6537,18.1367
43490,2664.76,2.16,2.5,16.78117,13.88878,2.75163,21.9336,19.0629,17.5633
43493,2643.85,2.18,2.50175,18.53798,15.29624,2.7505,22.6981,19.8031,18.3365
43494,2640,2.18,2.49888,19.3,16.29333,2.74438,22.718,19.8279,18.3502
43495,2681.05,2.15,2.50913,17.34069,14.40766,2.73625,21.6329,18.7295,17.2639
43496,2704.1,2.13,2.51375,15.58849,13.08984,2.7375,20.794,17.8669,16.3908
43497,2706.53,2.14,2.514,13.35244,11.56728,2.73263,20.5848,17.6294,16.1846
43500,2724.87,2.12,2.51313,11.59883,10.94064,2.73438,20.1419,17.1799,15.6813
43501,2737.7,2.11,2.51225,12.40985,10.23605,2.7385,20.1122,17.0727,15.5761
43502,2731.61,2.11,2.51263,11.86716,10.52382,2.73763,20.0911,17.039,15.5241
43503,2706.05,2.14,2.51688,14.2381,11.0925,2.697,20.7312,17.7572,16.2468
43504,2707.88,2.14,2.50413,12.92932,10.83961,2.69775,20.4764,17.5657,16.0677
43507,2709.8,2.13,2.49788,14.01513,11.55826,2.688,20.4037,17.5437,16.0619
43508,2744.73,2.11,2.49375,12.0694,10.38478,2.69288,19.9924,17.0089,15.5106
43509,2753.03,2.1,2.48875,12.27119,10.08014,2.68375,20.1957,17.1558,15.6419
43510,2745.73,2.1,2.48138,13.26409,11.23007,2.69388,20.5695,17.5648,16.0551
43511,2775.6,2.08,2.48038,11.38748,10.23944,2.68288,19.8369,16.7944,15.2507
43515,2779.76,2.08,2.48225,11.73549,9.907875,2.64125,19.8368,16.7427,15.1961
43516,2784.7,2.07,2.48113,11.88627,10.25411,2.66338,19.2942,16.1738,14.5946
43517,2774.88,2.08,2.48988,12.64313,10.31857,2.651,19.598,16.4783,14.8875
43518,2792.67,2.06,2.48438,11.3863,9.937475,2.64625,18.9564,15.8346,14.2604
43521,2796.11,2.06,2.47913,12.41215,9.794363,2.63863,19.4765,16.2528,14.6121
43522,2793.9,2.06,2.493,12.45328,9.833122,2.62888,19.764,16.4988,14.8425
43523,2792.38,2.07,2.48925,12.30446,10.31505,2.62613,19.5583,16.3409,14.6902
43524,2784.49,2.07,2.49038,12.59487,9.864845,2.61513,19.6949,16.4402,14.7759
43525,2803.69,2.06,2.48188,10.6505,8.463624,2.5985,19.0494,15.7876,14.0771
43528,2792.81,2.07,2.483,12.40304,8.903699,2.60763,19.634,16.4273,14.742
43529,2789.65,2.07,2.48088,12.06778,9.27369,2.60663,19.7511,16.5183,14.8185
43530,2771.45,2.08,2.49175,14.34808,10.7269,2.5945,20.2915,17.1441,15.4857
43531,2748.93,2.1,2.49275,16.14277,12.03273,2.60063,20.7117,17.6922,16.1076
43532,2743.07,2.1,2.4915,13.9251,11.28454,2.59663,20.4735,17.5627,16.0216
43535,2783.3,2.07,2.49888,12.67367,9.523856,2.60825,19.4177,16.4416,14.8418
43536,2791.52,2.07,2.48863,12.13932,9.333303,2.59325,19.1414,16.1325,14.5202
43537,2810.92,2.05,2.48375,12.07979,10.055,2.61088,18.7068,15.6212,14.0668
43538,2808.48,2.06,2.48175,12.227,9.630961,2.61463,18.6928,15.6424,14.1147
43539,2822.48,2.05,2.48175,10.95118,9.484642,2.62525,18.3517,15.2939,13.7069
43542,2832.94,2.04,2.48775,10.87207,9.159422,2.63263,18.6508,15.5549,14.0313
43543,2832.57,2.04,2.48675,12.37708,10.00052,2.61275,18.9108,15.8398,14.2868
43544,2824.23,2.05,2.49063,12.66482,9.982059,2.607,19.2221,16.1458,14.5633
43545,2854.88,2.03,2.4855,12.81291,10.74475,2.6015,18.9641,15.8696,14.316
43546,2800.71,2.07,2.49888,18.18429,15.17654,2.60988,20.7373,17.7524,16.2384
43549,2798.36,2.07,2.48975,15.9581,12.96944,2.60875,20.8006,17.9003,16.3975
43550,2818.46,2.05,2.4955,13.73466,11.10204,2.59738,19.917,17.0647,15.5493
43551,2805.37,2.06,2.49863,15.71613,11.69043,2.601,20.224,17.3855,15.8991
43552,2815.44,2.06,2.5015,14.68466,10.73313,2.59175,19.8301,16.9925,15.4733
43553,2834.4,2.04,2.4945,12.93058,9.110416,2.59975,19.3802,16.5487,15.0001
43556,2867.19,2.02,2.49338,11.37808,8.185589,2.5955,19.0303,16.0179,14.386
43557,2867.24,2.02,2.47938,10.46947,8.67931,2.60238,19.1,16.0207,14.3908
43558,2873.4,2.02,2.47713,11.43264,9.073292,2.59775,19.2177,16.1103,14.453
43559,2879.39,2.02,2.4735,10.95372,9.319885,2.58863,19.11,15.9803,14.3312
43560,2892.74,2.01,2.47163,9.519611,8.489736,2.59213,18.7328,15.5331,13.8426
43563,2895.77,2.01,2.48125,9.245992,7.712647,2.584,18.9841,15.6867,13.9549
43564,2878.2,2.02,2.484,10.66967,8.994576,2.58125,19.693,16.3704,14.6319
43565,2888.21,2.01,2.482,9.510994,8.254005,2.6035,19.1507,15.8698,14.1375
43566,2888.32,2.01,2.47263,9.351826,7.616262,2.59675,18.9748,15.7331,14.014
43567,2907.41,2,2.47738,8.285493,7.379507,2.601,18.2748,15.0623,13.3982
43570,2905.58,2,2.47388,8.528978,6.880033,2.588,18.3055,15.1004,13.4145
43571,2907.06,2,2.47975,8.71909,7.1908,2.60088,18.3186,15.0405,13.3363
43572,2900.45,2,2.48738,9.379812,7.329044,2.5915,18.5281,15.2792,13.5811
43573,2905.03,2,2.48088,8.666362,7.547541,2.58113,18.4299,15.1339,13.434
43577,2907.97,2,2.48088,9.371788,7.990081,2.58113,18.643,15.268,13.488
43578,2933.68,1.98,2.47663,10.04745,8.237618,2.58025,18.4839,15.0172,13.2245
43579,2927.25,1.98,2.48338,11.33395,9.270037,2.58638,18.8588,15.3864,13.5929
43580,2926.17,1.99,2.4785,11.87263,9.330585,2.58238,19.0354,15.5557,13.7602
43581,2939.88,1.98,2.48313,11.23303,8.792908,2.58275,18.7621,15.2845,13.4675
43584,2943.03,1.97,2.48588,10.73435,8.609306,2.579,18.9998,15.4864,13.6871
43585,2945.83,1.97,2.4805,11.18868,7.6879,2.57563,18.9903,15.5068,13.7097
43586,2923.73,1.99,2.48325,13.56742,10.00761,2.5755,19.7784,16.3919,14.6197
43587,2917.52,1.99,2.46713,13.7607,9.45299,2.56513,19.6305,16.3159,14.557
43588,2945.64,1.97,2.46663,10.73985,8.084408,2.55988,18.8141,15.5014,13.7449
43591,2932.47,1.98,2.46663,15.04082,10.50968,2.55988,20.0821,16.7224,14.9538
43592,2884.05,2.01,2.46275,24.25007,17.06733,2.562,22.4205,19.2211,17.5409
43593,2879.42,2.02,2.45138,24.63757,17.78747,2.54513,22.35,19.0703,17.3552
43594,2870.72,2.02,2.45338,25.55952,17.80566,2.53525,21.9518,18.9278,17.3043
43595,2881.4,2.01,2.449,17.98498,13.21044,2.52788,20.5247,17.4878,15.8405
43598,2811.87,2.06,2.43963,23.44435,18.09168,2.518,22.9649,20.0854,18.565
43599,2834.41,2.05,2.43763,19.59307,14.75627,2.5245,21.7496,18.8396,17.2807
43600,2850.96,2.04,2.43238,16.48901,13.25299,2.52513,20.9713,18.0936,16.5757
43601,2876.32,2.02,2.44063,16.05629,12.10025,2.51963,20.2493,17.2842,15.6741
43602,2859.53,2.03,2.44188,18.5326,13.10082,2.52188,20.6167,17.6636,16.0566
43605,2840.23,2.04,2.436,17.31633,13.21334,2.52338,20.8611,18.0369,16.5279
43606,2864.36,2.03,2.42963,13.34975,10.5278,2.5235,20.0153,17.1304,15.5935
43607,2856.27,2.03,2.437,13.60421,10.26883,2.52475,20.0205,17.1452,15.6325
43608,2822.24,2.06,2.42975,17.87724,13.63621,2.52063,21.1057,18.377,16.9068
43609,2826.06,2.05,2.42813,16.42987,13.30278,2.52488,20.7761,18.0633,16.617
43613,2802.39,2.07,2.42938,18.98298,14.48138,2.52375,21.3919,18.7862,17.3546
43614,2783.02,2.09,2.4385,18.68408,15.03497,2.52175,21.5187,19.0428,17.714
43615,2788.86,2.08,2.44,18.46017,14.27163,2.52025,21.2183,18.7064,17.3815
43616,2752.06,2.11,2.4305,19.9863,16.97669,2.5025,21.9666,19.5696,18.2872
43619,2744.45,2.12,2.42988,18.81186,16.06369,2.4785,21.8432,19.491,18.2227
43620,2803.27,2.07,2.42088,16.7927,13.19574,2.47438,20.8123,18.3431,16.9893
43621,2826.15,2.06,2.4185,15.14561,12.18969,2.47163,20.3937,17.8864,16.5084
43622,2843.49,2.05,2.41163,15.06664,12.41375,2.453,20.3087,17.6525,16.2151
43623,2873.34,2.02,2.41213,15.40509,12.38219,2.45063,20.5783,17.7221,16.1913
43626,2886.73,2.01,2.41338,14.12606,11.88201,2.43575,20.4138,17.5155,16.0093
43627,2885.72,2.01,2.41063,14.74785,11.96424,2.4495,20.6186,17.7317,16.1913
43628,2879.84,2.02,2.40113,14.95271,12.04321,2.42788,20.6554,17.7696,16.2485
43629,2891.64,2.01,2.39425,13.75114,12.34392,2.41025,20.4895,17.6069,16.0719
43630,2886.98,2.01,2.38175,12.87108,11.01658,2.402,20.293,17.4926,15.9611
43633,2889.67,2.01,2.39025,14.13437,11.0899,2.4185,20.3019,17.4929,15.9597
43634,2917.75,1.99,2.38288,15.0739,12.40352,2.38663,20.175,17.3374,15.776
43635,2926.46,1.98,2.38338,13.10884,10.74992,2.38613,19.7307,16.8327,15.241
43636,2954.18,1.96,2.40363,12.92921,11.72412,2.34313,19.6665,16.7018,15.145
43637,2950.46,1.97,2.40438,13.8819,11.485,2.34925,20.1727,17.2424,15.7011
43640,2945.35,1.97,2.40175,17.21858,14.53038,2.33288,20.0433,17.0912,15.5465
43641,2917.38,1.99,2.40413,18.99932,15.46497,2.31125,20.6113,17.7783,16.2514
43642,2913.78,1.99,2.40238,18.48878,14.69529,2.32988,20.5797,17.706,16.1547
43643,2924.92,1.98,2.40238,17.68444,13.92179,2.31888,20.3526,17.4131,15.8583
43644,2941.76,1.97,2.398,17.49922,14.0524,2.31988,19.7783,16.8959,15.3007
43647,2964.33,1.96,2.38775,11.82243,11.06291,2.33188,19.1898,16.1997,14.5554
43648,2973.01,1.95,2.3795,9.408772,6.968674,2.313,18.6634,15.499,13.793
43649,2995.82,1.94,2.36,8.907195,7.753082,2.2885,18.418,15.2576,13.5682
43651,2990.41,1.94,2.3665,9.765241,7.896996,2.31138,18.7084,15.5351,13.8476
43654,2975.95,1.95,2.37938,10.12662,7.896465,2.33775,19.2104,16.0929,14.4335
43655,2979.63,1.95,2.36863,10.56533,8.386601,2.34075,19.3316,16.2132,14.5565
43656,2993.07,1.94,2.36913,9.695005,7.755022,2.3395,19.018,15.8429,14.1847
43657,2999.91,1.94,2.325,9.11107,7.235423,2.30338,18.8844,15.6691,13.9773
43658,3013.77,1.93,2.332,8.839935,6.807933,2.32225,18.6868,15.4445,13.742
43661,3014.3,1.93,2.31413,9.253975,6.727041,2.30325,18.9681,15.6624,13.9102
43662,3004.04,1.94,2.30038,9.724888,7.109635,2.29963,19.1677,15.8525,14.1184
43663,2984.42,1.95,2.29788,11.44497,8.526034,2.3025,19.7895,16.5528,14.8344
43664,2995.11,1.95,2.2715,11.45773,8.840393,2.27763,19.3856,16.1982,14.525
43665,2976.61,1.96,2.26113,12.16404,9.817354,2.25938,19.7067,16.6586,15.0129
43668,2985.03,1.95,2.26913,10.91248,7.991029,2.28275,19.3054,16.237,14.5748
43669,3005.47,1.94,2.266,11.08238,8.534309,2.2755,18.844,15.7572,14.1017
43670,3019.56,1.93,2.26175,12.07794,9.030968,2.26663,18.4897,15.4145,13.7905
43671,3003.67,1.94,2.24113,12.88208,10.62589,2.25575,18.9654,15.923,14.3043
43672,3025.86,1.93,2.237,12.41873,9.465221,2.26575,18.7154,15.578,13.9086
43675,3020.97,1.93,2.23438,12.48362,9.560773,2.2555,19.0137,15.839,14.1382
43676,3013.18,1.93,2.22975,14.58239,10.94171,2.25313,19.6135,16.4341,14.7294
43677,2980.38,1.96,2.22425,17.58331,12.69683,2.26563,20.6547,17.5379,15.8686
43678,2953.56,1.98,2.24413,21.22799,14.77121,2.28675,21.8489,18.8694,17.1865
43679,2932.05,1.99,2.2285,19.62261,14.06778,2.23925,21.8022,18.9426,17.3174
43682,2844.74,2.05,2.223,33.2587,22.10898,2.209,25.3209,22.6557,21.1771
43683,2881.77,2.02,2.21275,23.63118,16.49207,2.187,23.4552,20.6802,19.1181
43684,2883.98,2.02,2.21125,22.99891,16.53708,2.1845,23.295,20.5715,19.0269
43685,2938.09,1.99,2.20088,17.05801,12.22449,2.181,21.8775,18.8761,17.1701
43686,2918.65,2,2.19425,18.6854,13.49594,2.17563,22.5631,19.664,17.9873
43689,2883.75,2.03,2.19525,22.31816,16.31721,2.17525,24.2391,21.5003,19.8769
43690,2926.32,2,2.19513,16.89542,14.6915,2.15813,22.6074,19.7312,18.0374
43691,2840.6,2.06,2.19738,26.77014,19.99668,2.16838,25.0057,22.5095,20.9993
43692,2847.6,2.05,2.182,24.78993,18.84505,2.12375,24.5767,22.1385,20.5894
43693,2888.68,2.02,2.17213,20.31373,14.58788,2.13588,23.2259,20.5899,19.0645
43696,2923.65,2,2.16863,17.3937,12.0696,2.1515,22.0589,19.3203,17.7261
43697,2900.51,2.01,2.17,19.3121,13.9195,2.1495,22.4493,19.8083,18.2577
43698,2924.43,2,2.16663,17.27367,12.59679,2.14763,21.4829,18.8182,17.2639
